distance_km,is_cross_border,type_encoded,capacity,load_factor,passengers_estimated,service_ratio,is_underserved,service_type_encoded,distance_category_encoded,operator_encoded,origin_country_encoded,destination_country_encoded,is_domestic,distance_per_capacity,passengers_per_km
191.25,0,0,500,0.6025300555584029,301,0.602,0,0,2,18,5,5,1,0.3825,1.5738562091503268
577.23,0,0,500,0.8816191032418695,440,0.88,0,0,1,18,5,5,1,1.15446,0.7622611437381979
199.21,0,0,500,0.6746658950440445,337,0.674,0,0,2,18,5,5,1,0.39842,1.6916821444706591
509.96,0,1,400,0.7092418061847436,283,0.7075,0,1,1,18,5,5,1,1.2749,0.5549454859204643
202.26,0,0,500,0.6070821109909393,303,0.606,0,0,2,18,5,5,1,0.40452,1.4980717887867103
522.02,0,0,500,0.7850154939704496,392,0.784,0,0,1,18,5,5,1,1.0440399999999999,0.7509290831768898
425.16,0,0,500,0.6212181086881113,310,0.62,0,0,1,18,5,5,1,0.8503200000000001,0.7291372659704581
527.57,0,0,500,0.756100490732268,378,0.756,1,0,1,96,5,5,1,1.0551400000000002,0.7164925981386355
651.48,0,0,500,0.8780042269134397,439,0.878,1,0,1,55,5,5,1,1.3029600000000001,0.6738503100632406
476.43,0,0,500,0.6451970050137675,322,0.644,0,0,1,18,5,5,1,0.95286,0.6758600423986735
487.26,0,1,400,0.6574636663142838,262,0.655,0,1,1,96,0,0,1,1.21815,0.5377006115831384
167.0,0,0,500,0.6148411787437057,307,0.614,0,0,2,18,5,5,1,0.334,1.8383233532934131
473.92,0,0,500,0.648250575475152,324,0.648,0,0,1,18,5,5,1,0.94784,0.6836596893990546
451.02,0,0,500,0.7385400317817755,369,0.738,0,0,1,18,5,5,1,0.90204,0.8181455367832913
432.16,0,0,500,0.6186516471106116,309,0.618,0,0,1,18,5,5,1,0.8643200000000001,0.7150129581636431
432.27,0,0,500,0.7406224278998464,370,0.74,0,0,1,18,5,5,1,0.86454,0.855946514909663
423.31,0,0,500,0.6853875967727738,342,0.684,0,0,1,18,5,5,1,0.84662,0.8079185466915499
406.75,0,0,500,0.6218766612052866,310,0.62,0,0,1,47,5,5,1,0.8135,0.762138905961893
252.17,0,0,500,0.681620386952776,340,0.68,0,0,2,18,5,5,1,0.50434,1.3482967839156126
256.41,0,1,400,0.6486277224813365,259,0.6475,0,1,2,18,5,5,1,0.6410250000000001,1.01010101010101
253.56,0,0,500,0.6810904981108599,340,0.68,0,0,2,18,5,5,1,0.50712,1.3409055056002523
246.39,0,0,500,0.5714887640054772,285,0.57,0,0,2,18,5,5,1,0.49278,1.1567027882625107
216.1,0,0,500,0.6136431412087566,306,0.612,0,0,2,18,5,5,1,0.4322,1.4160111059694587
525.43,0,0,500,0.7376240682224248,368,0.736,0,0,1,18,5,5,1,1.05086,0.7003787374150696
475.05,0,0,500,0.6462783285449977,323,0.646,0,0,1,18,5,5,1,0.9501000000000001,0.6799284285864645
497.58,0,0,500,0.681033604877534,340,0.68,1,0,1,18,5,5,1,0.9951599999999999,0.6833072068813055
504.19,0,0,500,0.7588850500466627,379,0.758,0,0,1,18,5,5,1,1.00838,0.7517007477339892
395.36,0,0,500,0.5832327820644949,291,0.582,1,0,2,18,5,5,1,0.79072,0.7360380412788344
439.42,0,0,500,0.6690098925502982,334,0.668,0,0,1,18,5,5,1,0.8788400000000001,0.7600928496654681
281.53,0,0,500,0.6805292872641912,340,0.68,0,0,2,18,5,5,1,0.5630599999999999,1.20768656981494
591.57,0,0,500,0.777989522396552,388,0.776,0,0,1,18,5,5,1,1.18314,0.6558818060415504
509.96,0,0,500,0.8040390362777311,402,0.804,0,0,1,18,5,5,1,1.01992,0.7882971213428505
563.29,0,0,500,0.7916961077274453,395,0.79,1,0,1,18,5,5,1,1.12658,0.7012373732890697
522.02,0,1,400,0.7229590039614218,289,0.7225,0,1,1,18,5,5,1,1.30505,0.5536186353013295
668.23,0,0,500,0.7464917144270676,373,0.746,0,0,1,55,5,5,1,1.33646,0.5581910420064947
14.27,0,0,500,0.5669519533242005,283,0.566,0,0,0,6,3,3,1,0.02854,19.831814996496146
45.04,0,0,500,0.6714809109566293,335,0.67,0,0,0,6,3,3,1,0.09008,7.4378330373001775
15.71,0,0,500,0.6603843843581556,330,0.66,0,0,0,6,3,3,1,0.031420000000000003,21.005728835136853
16.96,0,0,500,0.6635789418597687,331,0.662,1,0,0,6,3,3,1,0.03392,19.516509433962263
25.3,0,0,500,0.5861625712089845,293,0.586,0,0,0,6,3,3,1,0.0506,11.58102766798419
81.58,0,0,500,0.5959471729795869,297,0.594,0,0,0,57,3,3,1,0.16316,3.64059818582986
45.7,0,0,500,0.7026576426666452,351,0.702,0,0,0,80,3,3,1,0.09140000000000001,7.680525164113785
82.94,0,0,500,0.6480222423071673,324,0.648,0,0,0,57,3,3,1,0.16588,3.90643838919701
18.61,0,0,500,0.6840750348686312,342,0.684,0,0,0,6,3,3,1,0.037219999999999996,18.377216550241805
159.13,0,0,500,0.651415918806523,325,0.65,0,0,2,68,3,3,1,0.31826,2.042355306981713
113.53,0,0,500,0.6514878069747873,325,0.65,0,0,0,57,3,3,1,0.22706,2.8626794679820313
97.87,0,0,500,0.6969141902987999,348,0.696,0,0,0,62,7,7,1,0.19574,3.555737202411362
16.56,0,0,500,0.6241977635891314,312,0.624,0,0,0,50,3,3,1,0.03312,18.84057971014493
27.24,0,0,500,0.6548060388470492,327,0.654,0,0,0,80,3,3,1,0.054479999999999994,12.004405286343612
43.16,0,0,500,0.6268862355647479,313,0.626,0,0,0,6,3,3,1,0.08632,7.252085264133457
128.95,0,0,500,0.6282751886283843,314,0.628,0,0,0,57,3,3,1,0.25789999999999996,2.4350523458704925
43.53,0,0,500,0.634541393826568,317,0.634,0,0,0,57,3,3,1,0.08706,7.282334022513209
12.15,0,0,500,0.6611066885816856,330,0.66,0,0,0,50,3,3,1,0.024300000000000002,27.160493827160494
18.92,0,0,500,0.6260625689168262,313,0.626,0,0,0,6,3,3,1,0.037840000000000006,16.543340380549683
49.36,0,0,500,0.7127878062786761,356,0.712,0,0,0,6,3,3,1,0.09872,7.212317666126419
26.22,0,0,500,0.6052696348890249,302,0.604,0,0,0,6,3,3,1,0.05244,11.517925247902365
78.22,0,0,500,0.640656417791932,320,0.64,1,0,0,57,3,3,1,0.15644,4.091025313219125
19.48,0,0,500,0.6280134470862913,314,0.628,0,0,0,6,3,3,1,0.03896,16.119096509240247
67.01,0,0,500,0.7223488942176867,361,0.722,0,0,0,6,3,3,1,0.13402,5.3872556334875386
38.57,0,0,500,0.6598277388255788,329,0.658,0,0,0,6,3,3,1,0.07714,8.52994555353902
57.14,0,0,500,0.7015922269734318,350,0.7,0,0,0,68,3,3,1,0.11428,6.125306265313266
82.63,0,0,500,0.5757219813481514,287,0.574,0,0,0,57,3,3,1,0.16526,3.473314776715479
161.68,0,0,500,0.663352513293463,331,0.662,0,0,2,57,3,3,1,0.32336000000000004,2.0472538347352796
43.72,0,0,500,0.6944815397811719,347,0.694,0,0,0,6,3,3,1,0.08744,7.936870997255261
16.18,0,0,500,0.6541141994637713,327,0.654,0,0,0,6,3,3,1,0.03236,20.210135970333745
29.46,0,0,500,0.7032740187532676,351,0.702,0,0,0,50,3,3,1,0.05892,11.914460285132382
34.46,0,0,500,0.6241355774949814,312,0.624,1,0,0,6,3,3,1,0.06892,9.053975623911782
155.14,0,0,500,0.720467372009279,360,0.72,0,0,2,57,3,3,1,0.31028,2.3204847234755706
14.39,0,0,500,0.7649449061809626,382,0.764,1,0,0,6,3,3,1,0.02878,26.546212647671993
25.98,0,0,500,0.631858071978017,315,0.63,0,0,0,6,3,3,1,0.05196,12.124711316397228
50.01,0,0,500,0.6277248739299615,313,0.626,0,0,0,6,3,3,1,0.10002,6.25874825034993
95.96,0,0,500,0.7226692238558851,361,0.722,0,0,0,57,3,3,1,0.19191999999999998,3.7619841600666946
44.23,0,0,500,0.7289786072865356,364,0.728,0,0,0,6,3,3,1,0.08846,8.229708342753788
108.67,0,1,400,0.5738569986423365,229,0.5725,0,1,0,96,0,0,1,0.271675,2.107297322168032
131.66,0,0,500,0.6289906591452071,314,0.628,0,0,0,62,7,7,1,0.26332,2.384930882576333
96.09,0,0,500,0.6359107695569747,317,0.634,0,0,0,62,7,7,1,0.19218000000000002,3.2989905297117286
75.51,0,0,500,0.5827774744482862,291,0.582,0,0,0,62,7,7,1,0.15102000000000002,3.853794199443782
62.98,0,0,500,0.6040674026757901,302,0.604,0,0,0,62,7,7,1,0.12596,4.795173070816133
58.67,0,0,500,0.5997929616623966,299,0.598,0,0,0,62,7,7,1,0.11734,5.0963013465144025
26.51,0,0,500,0.6116101217447936,305,0.61,0,0,0,62,7,7,1,0.053020000000000005,11.505092417955488
73.58,0,0,500,0.6482657556306609,324,0.648,0,0,0,62,7,7,1,0.14715999999999999,4.403370481108997
187.71,0,0,500,0.6617107366268261,330,0.66,0,0,2,62,7,7,1,0.37542000000000003,1.7580310052740928
190.12,0,0,500,0.7275250246407039,363,0.726,0,0,2,62,7,7,1,0.38024,1.909320429202609
49.04,0,0,500,0.6000822979630605,300,0.6,0,0,0,62,7,7,1,0.09808,6.117455138662317
34.43,0,0,500,0.6992161199238293,349,0.698,0,0,0,62,7,7,1,0.06886,10.136508858553587
324.12,0,0,500,0.6393005577887245,319,0.638,0,0,2,63,3,3,1,0.64824,0.9842033814636554
324.18,0,1,400,0.5975268145173783,239,0.5975,0,1,2,64,7,7,1,0.81045,0.737244740576223
327.26,0,0,500,0.6837409746083302,341,0.682,0,0,2,62,7,7,1,0.65452,1.0419849660820144
70.56,0,0,500,0.5938638989218851,296,0.592,0,0,0,62,7,7,1,0.14112,4.195011337868481
32.91,0,0,500,0.6691204873092026,334,0.668,0,0,0,62,7,7,1,0.06581999999999999,10.148890914615619
26.55,0,0,500,0.6583226104106529,329,0.658,0,0,0,62,7,7,1,0.0531,12.391713747645952
45.55,0,0,500,0.6746225632004075,337,0.674,0,0,0,62,7,7,1,0.0911,7.398463227222832
92.03,0,0,500,0.6644584321953909,332,0.664,0,0,0,62,7,7,1,0.18406,3.60751928718896
18.68,0,0,500,0.7727650069955447,386,0.772,0,0,0,62,7,7,1,0.03736,20.663811563169165
67.52,0,0,500,0.6181130007874343,309,0.618,0,0,0,57,3,3,1,0.13504,4.576421800947868
344.02,0,0,500,0.6234501522499092,311,0.622,1,0,2,62,7,7,1,0.68804,0.904017208301843
163.01,0,0,500,0.6188429736787618,309,0.618,0,0,2,62,7,7,1,0.32602,1.8955892276547452
271.77,0,0,500,0.6222261440419873,311,0.622,0,0,2,62,7,7,1,0.5435399999999999,1.1443500018397912
174.9,0,1,400,0.5681306436346741,227,0.5675,0,1,2,64,7,7,1,0.43725,1.2978845054316752
85.97,0,0,500,0.7094508265553776,354,0.708,0,0,0,62,7,7,1,0.17194,4.117715482144934
61.18,0,0,500,0.7210252123994928,360,0.72,0,0,0,62,7,7,1,0.12236,5.884275907159203
199.86,0,0,500,0.6214626853125262,310,0.62,0,0,2,62,7,7,1,0.39972,1.5510857600320223
107.59,0,1,400,0.5583822213447885,223,0.5575,0,1,0,64,7,7,1,0.268975,2.072683334882424
22.31,0,0,500,0.6735707778193202,336,0.672,0,0,0,68,3,3,1,0.04462,15.060510981622592
57.97,0,0,500,0.6223888477859515,311,0.622,0,0,0,57,3,3,1,0.11594,5.364843884767984
63.62,0,0,500,0.6816465908877756,340,0.68,0,0,0,57,3,3,1,0.12724,5.34423137378183
23.98,0,0,500,0.660146151042565,330,0.66,0,0,0,68,3,3,1,0.04796,13.761467889908257
53.69,0,0,500,0.5742127942501384,287,0.574,0,0,0,57,3,3,1,0.10737999999999999,5.345501955671447
33.38,0,0,500,0.7273752600665031,363,0.726,0,0,0,68,3,3,1,0.06676,10.874775314559615
57.12,0,0,500,0.7397938836547762,369,0.738,0,0,0,68,3,3,1,0.11424,6.4600840336134455
22.95,0,0,500,0.6193605654757807,309,0.618,0,0,0,62,7,7,1,0.045899999999999996,13.4640522875817
106.81,0,0,500,0.6306149220032008,315,0.63,0,0,0,6,3,3,1,0.21362,2.9491620634772024
26.73,0,0,500,0.6642932695362452,332,0.664,0,0,0,57,3,3,1,0.05346,12.420501309390199
13.28,0,0,500,0.6667228394993513,333,0.666,0,0,0,57,3,3,1,0.02656,25.07530120481928
18.35,0,0,500,0.6829272136336415,341,0.682,0,0,0,55,3,3,1,0.0367,18.583106267029972
31.78,0,0,500,0.7505102269383175,375,0.75,0,0,0,57,3,3,1,0.06356,11.799874134675896
82.91,0,0,500,0.6411526386252976,320,0.64,0,0,0,57,3,3,1,0.16582,3.8596068025569896
27.4,0,0,500,0.6100851377730774,305,0.61,0,0,0,57,3,3,1,0.054799999999999995,11.13138686131387
19.47,0,0,500,0.5810340385992736,290,0.58,0,0,0,57,3,3,1,0.038939999999999995,14.894709809964048
50.87,0,0,500,0.613453498002904,306,0.612,1,0,0,6,3,3,1,0.10174,6.015333202280322
27.76,0,0,500,0.6483436513563101,324,0.648,0,0,0,57,3,3,1,0.05552,11.671469740634006
39.12,0,0,500,0.7397278931758894,369,0.738,1,0,0,57,3,3,1,0.07823999999999999,9.432515337423313
55.78,0,0,500,0.6241194350481915,312,0.624,0,0,0,57,3,3,1,0.11156,5.593402653280745
12.26,0,0,500,0.661189397581945,330,0.66,0,0,0,55,3,3,1,0.02452,26.916802610114193
24.01,0,0,500,0.6491788551963624,324,0.648,0,0,0,57,3,3,1,0.04802,13.494377342773843
18.4,0,0,500,0.7094196636724042,354,0.708,0,0,0,57,3,3,1,0.0368,19.23913043478261
27.43,0,0,500,0.7763466212936811,388,0.776,0,0,0,6,3,3,1,0.05486,14.145096609551587
60.11,0,0,500,0.623456561353984,311,0.622,0,0,0,57,3,3,1,0.12022,5.173847945433372
22.14,0,0,500,0.6255280278740889,312,0.624,0,0,0,6,3,3,1,0.04428,14.092140921409214
101.64,0,0,500,0.7022080438534536,351,0.702,0,0,0,57,3,3,1,0.20328,3.4533648170011806
39.87,0,0,500,0.6840945744813156,342,0.684,0,0,0,6,3,3,1,0.07973999999999999,8.577878103837472
375.96,0,1,400,0.6923353662868017,276,0.69,0,1,2,18,5,5,1,0.9399,0.7341206511330993
12.37,0,0,500,0.6791964092662982,339,0.678,0,0,0,36,3,3,1,0.024739999999999998,27.40501212611156
79.4,0,0,500,0.632035395460647,316,0.632,0,0,0,62,7,7,1,0.15880000000000002,3.9798488664987404
157.0,0,0,500,0.6795327415346155,339,0.678,0,0,2,62,7,7,1,0.314,2.159235668789809
65.41,0,0,500,0.7054351790291454,352,0.704,0,0,0,62,7,7,1,0.13082,5.38144014676655
91.39,0,0,500,0.6910241090598682,345,0.69,0,0,0,62,7,7,1,0.18278,3.7750300908195644
134.94,0,1,400,0.6253637015553649,250,0.625,0,1,0,96,0,0,1,0.33735,1.8526752630798873
105.51,0,1,400,0.6533337344794576,261,0.6525,0,1,0,96,0,0,1,0.26377500000000004,2.473699175433608
13.07,0,0,500,0.7084647795222837,354,0.708,1,0,0,77,3,3,1,0.02614,27.084927314460597
36.61,0,0,500,0.7191079495518764,359,0.718,0,0,0,62,7,7,1,0.07322,9.806063916962579
18.21,0,0,500,0.6824354943794821,341,0.682,1,0,0,62,7,7,1,0.03642,18.72597473915431
27.27,0,0,500,0.6416440959841573,320,0.64,0,0,0,62,7,7,1,0.05454,11.734506784011735
34.46,0,0,500,0.6573356843216661,328,0.656,0,0,0,62,7,7,1,0.06892,9.518282066163668
15.75,0,0,500,0.7103254483254179,355,0.71,0,0,0,62,7,7,1,0.0315,22.53968253968254
17.27,0,0,500,0.6091532164506382,304,0.608,0,0,0,62,7,7,1,0.03454,17.602779386218877
28.83,0,0,500,0.6684336654436451,334,0.668,0,0,0,62,7,7,1,0.057659999999999996,11.585154353104405
20.61,0,0,500,0.630333059383632,315,0.63,0,0,0,62,7,7,1,0.04122,15.283842794759826
22.96,0,0,500,0.6514372411467408,325,0.65,0,0,0,62,7,7,1,0.04592,14.155052264808361
56.3,0,0,500,0.713922593130365,356,0.712,0,0,0,62,7,7,1,0.11259999999999999,6.323268206039077
52.16,0,0,500,0.6595549534009952,329,0.658,0,0,0,62,7,7,1,0.10432,6.307515337423314
120.45,0,1,400,0.6023218274078074,240,0.6,0,1,0,96,0,0,1,0.30112500000000003,1.9925280199252802
23.24,0,0,500,0.582007192951004,291,0.582,0,0,0,97,3,3,1,0.046479999999999994,12.521514629948365
11.15,0,0,500,0.687312678301361,343,0.686,0,0,0,91,3,3,1,0.0223,30.76233183856502
115.14,0,0,500,0.6822742090570538,341,0.682,0,0,0,18,5,5,1,0.23028,2.9616119506687513
104.05,0,0,500,0.7581627361652731,379,0.758,0,0,0,18,5,5,1,0.2081,3.6424795771263816
45.18,0,0,500,0.63461108825235,317,0.634,0,0,0,62,7,7,1,0.09036,7.016378928729527
45.31,0,0,500,0.660957516383197,330,0.66,0,0,0,62,7,7,1,0.09062,7.283160450231737
10.57,0,0,500,0.6624691841855378,331,0.662,0,0,0,62,7,7,1,0.02114,31.315042573320717
404.43,0,0,500,0.7288726639881737,364,0.728,1,0,1,18,5,5,1,0.80886,0.900032144005143
404.4,0,0,500,0.6452352233806524,322,0.644,0,0,1,18,5,5,1,0.8088,0.7962413452027696
19.28,0,0,500,0.663951076288517,331,0.662,0,0,0,57,3,3,1,0.038560000000000004,17.168049792531118
298.58,0,0,500,0.680394825485827,340,0.68,0,0,2,18,5,5,1,0.5971599999999999,1.1387232902404716
284.07,0,0,500,0.6593304561578179,329,0.658,0,0,2,18,5,5,1,0.56814,1.158165240961735
145.33,0,0,500,0.6276783192724736,313,0.626,0,0,0,18,5,5,1,0.29066000000000003,2.153719121998211
326.96,0,0,500,0.6597044996449154,329,0.658,1,0,2,18,5,5,1,0.65392,1.0062392953266455
258.56,0,0,500,0.7036815874929886,351,0.702,0,0,2,18,5,5,1,0.51712,1.3575185643564356
15.78,0,0,500,0.598674235029447,299,0.598,0,0,0,62,7,7,1,0.03156,18.948035487959444
68.22,0,0,500,0.6566484837073439,328,0.656,0,0,0,62,7,7,1,0.13644,4.8079742011140425
125.22,0,0,500,0.6149939592530413,307,0.614,0,0,0,62,7,7,1,0.25044,2.451685034339562
27.09,0,0,500,0.7097523314462422,354,0.708,0,0,0,57,3,3,1,0.05418,13.067552602436324
28.59,0,0,500,0.5738406547608113,286,0.572,0,0,0,57,3,3,1,0.05718,10.00349772647779
17.29,0,0,500,0.6220539076364207,311,0.622,0,0,0,57,3,3,1,0.03458,17.987275882012725
167.96,0,1,400,0.618860593753226,247,0.6175,0,1,2,64,7,7,1,0.4199,1.4705882352941175
40.87,0,0,500,0.728276201461717,364,0.728,1,0,0,62,7,7,1,0.08174,8.906288230976267
190.76,0,1,400,0.5967124869463506,238,0.595,0,1,2,64,7,7,1,0.4769,1.2476410148878172
154.52,0,1,400,0.5722400236653401,228,0.57,0,1,2,64,7,7,1,0.38630000000000003,1.4755371472948484
156.24,0,0,500,0.7440578534720296,372,0.744,0,0,2,62,7,7,1,0.31248000000000004,2.380952380952381
38.36,0,0,500,0.5775993049791879,288,0.576,0,0,0,62,7,7,1,0.07672,7.507820646506778
89.76,0,0,500,0.5400597021689959,270,0.54,1,0,0,62,7,7,1,0.17952,3.0080213903743314
61.27,0,0,500,0.6720007225026666,336,0.672,0,0,0,62,7,7,1,0.12254000000000001,5.483923616778195
27.16,0,0,500,0.6248972887823695,312,0.624,0,0,0,62,7,7,1,0.05432,11.487481590574374
700.98,0,0,500,0.6989383591434644,349,0.698,0,0,1,62,7,7,1,1.40196,0.4978744044052612
700.52,0,1,400,0.7354178223649677,294,0.735,0,1,1,64,7,7,1,1.7512999999999999,0.41968823159938334
181.52,0,1,400,0.6121900356885599,244,0.61,0,1,2,64,7,7,1,0.45380000000000004,1.3442044953724106
196.23,0,0,500,0.6217960684631636,310,0.62,0,0,2,62,7,7,1,0.39246,1.5797788309636651
20.44,0,0,500,0.5859847800664553,292,0.584,1,0,0,62,7,7,1,0.04088,14.285714285714285
37.16,0,0,500,0.6936228664140073,346,0.692,0,0,0,62,7,7,1,0.07432,9.31108719052745
67.63,0,0,500,0.682510058897933,341,0.682,0,0,0,62,7,7,1,0.13526,5.042141061659027
503.56,0,0,500,0.7450412068110308,372,0.744,0,0,1,62,7,7,1,1.00712,0.7387401699896735
104.71,0,1,400,0.6923318498023833,276,0.69,0,1,0,64,7,7,1,0.261775,2.6358513991022825
276.6,0,0,500,0.5964957616836923,298,0.596,0,0,2,62,7,7,1,0.5532,1.0773680404916846
406.76,0,0,500,0.573723741453763,286,0.572,0,0,1,62,7,7,1,0.81352,0.7031173173370047
498.75,0,0,500,0.6154045965059378,307,0.614,0,0,1,45,7,7,1,0.9975,0.6155388471177945
499.06,0,0,500,0.6477206991822251,323,0.646,0,0,1,45,7,7,1,0.99812,0.6472167675229431
497.15,0,1,400,0.6121669724661346,244,0.61,0,1,1,45,7,7,1,1.242875,0.49079754601226994
171.24,0,1,400,0.5879381971071835,235,0.5875,0,1,2,64,7,7,1,0.42810000000000004,1.3723429105349216
44.82,0,0,500,0.6676027698257149,333,0.666,0,0,0,62,7,7,1,0.08964,7.429718875502008
107.24,0,1,400,0.5374230287904778,214,0.535,1,1,0,64,7,7,1,0.2681,1.9955240581872438
95.97,0,0,500,0.722188230203663,361,0.722,0,0,0,62,7,7,1,0.19194,3.761592164217985
102.73,0,1,400,0.5958924410803715,238,0.595,0,1,0,64,7,7,1,0.256825,2.3167526525844444
140.21,0,0,500,0.7058647915794064,352,0.704,0,0,0,62,7,7,1,0.28042,2.510519934384138
757.21,0,0,500,0.7671362673188852,383,0.766,0,0,1,62,7,7,1,1.51442,0.5058042022688554
183.32,0,1,400,0.6228376609576892,249,0.6225,0,1,2,64,7,7,1,0.4583,1.3582806022256164
209.53,0,0,500,0.6784883640116102,339,0.678,1,0,2,62,7,7,1,0.41906,1.6179067436643917
711.5,0,1,400,0.7223854280008657,288,0.72,0,1,1,64,7,7,1,1.77875,0.40477863668306396
188.0,0,0,500,0.6821361379933772,341,0.682,0,0,2,62,7,7,1,0.376,1.8138297872340425
757.2,0,0,500,0.8164576265066216,408,0.816,0,0,1,63,3,3,1,1.5144000000000002,0.5388272583201268
22.29,0,0,500,0.6598260584850735,329,0.658,0,0,0,45,7,7,1,0.04458,14.759982054733065
31.41,0,0,500,0.6854501878794257,342,0.684,0,0,0,62,7,7,1,0.06282,10.888252148997134
103.64,0,1,400,0.5955132152856386,238,0.595,0,1,0,64,7,7,1,0.2591,2.2964106522578156
210.98,0,0,500,0.7220058607724736,361,0.722,0,0,2,62,7,7,1,0.42196,1.7110626599677696
88.6,0,0,500,0.6161803848970365,308,0.616,0,0,0,62,7,7,1,0.1772,3.4762979683972914
55.84,0,0,500,0.7400470216455408,370,0.74,0,0,0,62,7,7,1,0.11168,6.626074498567335
32.14,0,0,500,0.6479921024677828,323,0.646,0,0,0,62,7,7,1,0.06428,10.049782202862476
125.72,0,1,400,0.5284612448940975,211,0.5275,0,1,0,64,7,7,1,0.3143,1.6783328030544067
58.11,0,0,500,0.6564052207455395,328,0.656,0,0,0,62,7,7,1,0.11622,5.644467389433832
56.07,0,0,500,0.615947417126256,307,0.614,0,0,0,62,7,7,1,0.11214,5.4752987337257
58.54,0,0,500,0.6920321774494362,346,0.692,1,0,0,62,7,7,1,0.11708,5.910488554834301
56.45,0,0,500,0.6173688010348805,308,0.616,0,0,0,63,3,3,1,0.1129,5.45615589016829
32.09,0,0,500,0.627690828339261,313,0.626,0,0,0,62,7,7,1,0.06418,9.753817388594577
34.36,0,0,500,0.5555229634527235,277,0.554,0,0,0,62,7,7,1,0.06872,8.061699650756694
88.68,0,0,500,0.6273846840375462,313,0.626,0,0,0,62,7,7,1,0.17736000000000002,3.529544429409111
906.01,0,0,500,0.6288060336685521,314,0.628,1,0,3,62,7,7,1,1.81202,0.3465745411198552
66.48,0,0,500,0.5708048588257139,285,0.57,0,0,0,62,7,7,1,0.13296,4.287003610108303
95.16,0,0,500,0.6880207328072149,344,0.688,0,0,0,62,7,7,1,0.19032,3.6149642707019756
658.57,0,0,500,0.7892900079325416,394,0.788,0,0,1,62,7,7,1,1.3171400000000002,0.5982659398393488
621.7,0,1,400,0.7212728780892482,288,0.72,0,1,1,64,7,7,1,1.5542500000000001,0.4632459385555734
149.33,0,1,400,0.5516511928435394,220,0.55,0,1,0,64,7,7,1,0.373325,1.4732471706957744
23.79,0,0,500,0.647614432192901,323,0.646,1,0,0,62,7,7,1,0.04758,13.577133249264397
661.23,0,1,400,0.6998198730454716,279,0.6975,0,1,1,64,7,7,1,1.653075,0.4219409282700422
488.64,0,0,500,0.5920817655403728,296,0.592,0,0,1,63,3,3,1,0.9772799999999999,0.6057629338572365
488.64,0,1,400,0.6751699150883576,270,0.675,1,1,1,64,7,7,1,1.2216,0.5525540275049116
867.09,0,0,500,0.7938681145287836,396,0.792,1,0,3,62,7,7,1,1.73418,0.45669999654015153
698.44,0,0,500,0.7389517913085168,369,0.738,0,0,1,62,7,7,1,1.3968800000000001,0.5283202565717885
92.68,0,0,500,0.6513442919497265,325,0.65,0,0,0,62,7,7,1,0.18536000000000002,3.506689684937419
85.46,0,0,500,0.6604191403973776,330,0.66,0,0,0,62,7,7,1,0.17092,3.8614556517669087
58.49,0,0,500,0.5479132565787854,273,0.546,0,0,0,63,3,3,1,0.11698,4.667464523850231
97.69,0,0,500,0.6376411308739702,318,0.636,0,0,0,62,7,7,1,0.19538,3.255195004606408
194.4,0,0,500,0.6159007876001101,307,0.614,0,0,2,62,7,7,1,0.38880000000000003,1.5792181069958848
194.05,0,0,500,0.5999189995052543,299,0.598,1,0,2,62,7,7,1,0.3881,1.540839989693378
132.58,0,1,400,0.5859449853557023,234,0.585,0,1,0,64,7,7,1,0.33145,1.764972092321617
29.25,0,0,500,0.7398843263424761,369,0.738,0,0,0,62,7,7,1,0.0585,12.615384615384615
50.31,0,0,500,0.6820421430633505,341,0.682,0,0,0,62,7,7,1,0.10062,6.777976545418405
55.49,0,0,500,0.6214410505108602,310,0.62,0,0,0,62,7,7,1,0.11098000000000001,5.58659217877095
55.55,0,0,500,0.678629139067808,339,0.678,0,0,0,62,7,7,1,0.11109999999999999,6.102610261026103
82.8,0,0,500,0.7199677718293002,359,0.718,0,0,0,62,7,7,1,0.1656,4.335748792270532
52.36,0,0,500,0.6962316841456384,348,0.696,0,0,0,62,7,7,1,0.10472,6.646294881588999
42.62,0,0,500,0.6529815184960087,326,0.652,0,0,0,62,7,7,1,0.08524,7.648991083998124
109.44,0,0,500,0.6176531611147213,308,0.616,0,0,0,62,7,7,1,0.21888,2.814327485380117
73.5,0,0,500,0.6849111656806796,342,0.684,0,0,0,62,7,7,1,0.147,4.653061224489796
61.76,0,0,500,0.6696742692710875,334,0.668,0,0,0,62,7,7,1,0.12351999999999999,5.408031088082902
27.18,0,0,500,0.6947596610013866,347,0.694,0,0,0,62,7,7,1,0.05436,12.76674025018396
27.1,0,0,500,0.6817585900840984,340,0.68,0,0,0,62,7,7,1,0.054200000000000005,12.546125461254611
313.34,0,1,400,0.6524776357659667,260,0.65,0,1,2,96,0,0,1,0.78335,0.8297695793706518
197.77,0,1,400,0.5732382394219716,229,0.5725,0,1,2,96,0,0,1,0.494425,1.157910704353542
17.6,0,0,500,0.7158697032817163,357,0.714,0,0,0,62,7,7,1,0.0352,20.284090909090907
296.3,0,1,400,0.60987998023462,243,0.6075,0,1,2,96,0,0,1,0.74075,0.8201147485656429
307.11,0,1,400,0.7037630436312633,281,0.7025,0,1,2,96,0,0,1,0.767775,0.9149816026830777
216.94,0,1,400,0.5655406090955216,226,0.565,0,1,2,96,0,0,1,0.54235,1.0417626993638793
